"stop_id","stop_name","lat","lng","district"
"2850179800","동산3리","36.79230364","127.36871980",""
"2850179900","너싱홈","36.80212096","127.37122740",""
"2850180000","덕성2리","36.80383444","127.37226410",""
"2850180100","덕성1리","36.80589744","127.37262750",""
"2850180700","복양목장(남)","36.70101535","127.26122700",""
"2850181000","발산리2길","36.70854979","127.29774510",""
"2850181100","백자2리","36.70858727","127.27387310",""
"2850181600","봉양보건소","36.72215308","127.24855280",""
"2850181700","발산리1","36.72247298","127.28725280",""
"2850181800","한신스틸콘","36.72418924","127.30440860",""
"2850182000","발산리입구","36.72576166","127.30563040",""
"2850182100","봉양성결교회","36.72630409","127.25081960",""
"2850182200","기도원","36.72652180","127.30392940",""
"2850182400","대흥리","36.72842226","127.22870930",""
"2850182600","발산교","36.73018112","127.29561420",""
"2850182700","수신초교","36.73309300","127.28442450",""
"2850182800","동산C&G","36.73487595","127.23615620",""
"2850182900","대흥리(남)1","36.73500555","127.23731800",""
"2850183000","대흥리(북)1","36.73522228","127.23745750",""
"2850183100","석천교(북)","36.74100710","127.22284450",""
"2850183300","장산3리","36.74325647","127.28654250",""
"2850183400","석곡교(동)","36.74331262","127.23033680",""
"2850183700","도장리(서)","36.74610362","127.17214370",""
"2850183900","도장로(도장리)","36.74792137","127.17537900",""
"2850184200","도장리(동)","36.75069001","127.18604060",""
"2850184500","(주)오스템","36.75401473","127.29505350",""
"2850185000","가전로","36.75862677","127.26606370",""
"2850185200","가전1리","36.75930923","127.26622690",""
"2850185300","운전1교(동)","36.76071020","127.25188960",""
"2850185400","병천중앙","36.76326638","127.29916190",""
"2850185600","병천4리","36.76402894","127.29647660",""
"2850186000","신세계APT","36.76788011","127.30528570",""
"2850186400","독립기념관입구","36.77804987","127.23156010",""
"2850186500","송연교삼거리","36.77902595","127.35346360",""
"288002254","코닝정밀소재","36.81388990","127.05363280",""
"288002253","코닝정밀소재 건너","36.81345660","127.05349520",""
"288010468","버스터미널(차고지)","36.78579090","127.01575870",""
"2881891390","정류장 2881891390","36.75620760","126.96189040",""
"2881891490","정류장 2881891490","36.75536640","126.96166440",""
"2881891590","정류장 2881891590","36.75315040","126.96041290",""
"2850186600","병천리8길","36.77939598","127.29577040",""
"2850186700","송연2리삼거리","36.78007795","127.36550270",""
"2850187300","교천교(서)","36.78262500","127.19521420",""
"2850187500","정류장 2850187500","36.78552345","127.19656980",""
"2850187600","목천농협(서)","36.78579871","127.23553510",""
"2850187700","교천리길-지산리길","36.78659802","127.19537700",""
"2850187800","반계목장","36.78817120","127.34718110",""
"2850188000","정류장 2850188000","36.78894092","127.23447510",""
"2850188600","청소년야영","36.80096761","127.22881030",""
"2850188900","행암교회","36.80468215","127.35444970",""
"2850189000","관성교삼거리","36.80710190","127.31906840",""
"2850189200","덕성리","36.81451025","127.36385430",""
"2850089800","덕전교","36.80919873","127.22363500",""
"2850090000","덕전교","36.80921427","127.22406310",""
"2850090200","정류장 2850090200","36.80924236","127.22483650",""
"2850090300","정류장 2850090300","36.80927316","127.24659070",""
"2850090600","용소교","36.80961725","127.22017930",""
"2850090700","용소교","36.80964112","127.21998420",""
"2850092600","(태조산길유랑로)","36.81110290","127.17697780",""
"2850093400","정류장 2850093400","36.81171093","127.17842730",""
"2850096100","유량1교","36.81340516","127.17565120",""
"2850096600","유량1교","36.81357921","127.17559450",""
"2850101200","정류장 2850101200","36.81551818","127.18497500",""
"2850101700","지덕교","36.81574909","127.18309100",""
"2850101900","지덕교","36.81583295","127.18304390",""
"2850123800","봉암교","36.82535799","127.31455550",""
"2850124400","봉암교","36.82549756","127.31477140",""
"2850024400","정류장 2850024400","36.86162986","127.27319950",""
"2850024401","운룡교","36.86353603","127.27333580",""
"2850024402","운룡교","36.86367046","127.27334460",""
"2850024600","정류장 2850024600","36.86733095","127.19560240",""
"2850024700","정류장 2850024700","36.86925786","127.19703610",""
"2850024800","정류장 2850024800","36.87133120","127.26854310",""
"2850024801","정류장 2850024801","36.89524961","127.26320890",""
"2850024802","양대교","36.90073988","127.25878250",""
"2850024803","양대교","36.90088524","127.25859830",""
"2850024804","정류장 2850024804","36.90819846","127.25274580",""
"2850024900","정류장 2850024900","36.87704383","127.20008230",""
"2850024901","정류장 2850024901","36.88120429","127.20245340",""
"2850025302","저리1교","36.88162615","127.20270530",""
"2850025303","저리1교","36.88197754","127.20290870",""
"2850025304","오목교차로","36.88759427","127.20697580",""
"2850025500","정류장 2850025500","36.88320986","127.20653890",""
"2850025501","저리교","36.88251405","127.20655270",""
"2850025502","저리교","36.88236917","127.20655090",""
"2850025503","수청교","36.87890412","127.20443810",""
"2850025504","수청교","36.87878666","127.20433670",""
"2850025505","(동양고속물류센타)","36.87594246","127.20263660",""
"2850025506","오목교차로","36.88684837","127.20680790",""
"2850025900","정류장 2850025900","36.88933967","127.20852480",""
"2850025901","정류장 2850025901","36.89166575","127.21032660",""
"2850026000","정류장 2850026000","36.89363570","127.28976470",""
"2850026001","정류장 2850026001","36.89912249","127.27874680",""
"2850026002","정류장 2850026002","36.89987003","127.27781410",""
"2850026003","(청룡매운탕)","36.90469271","127.27850350",""
"2850026004","정류장 2850026004","36.90668267","127.27709080",""
"2850026005","정류장 2850026005","36.91445651","127.26257510",""
"2850035800","현암교","36.72695825","127.26109700",""
"2850035900","현암교","36.72721358","127.26156670",""
"2850036000","(현암교)","36.72725553","127.26165850",""
"2850036100","신풍교","36.72872166","127.27568800",""
"2850036200","신풍교","36.72874419","127.27593480",""
"2850036300","정류장 2850036300","36.72881867","127.27684570",""
"2850036900","정류장 2850036900","36.73471034","127.32310930",""
"2850037100","정류장 2850037100","36.73490308","127.33017610",""
"2850037200","청강교","36.73494620","127.32909880",""
"2850037300","청강교","36.73494806","127.32971700",""
"2850038000","송천2교","36.73845621","127.23944760",""
"2850038100","송천2교","36.73891449","127.23972050",""
"2850038800","(일신교)","36.73988818","127.24364510",""
"2850039000","정류장 2850039000","36.74032486","127.24057670",""
"2850039100","정류장 2850039100","36.74045732","127.23966490",""
